gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,45.599998474121094,45.599998474121094,False
Female,False,False,False,12,True,True,DSL,True,False,True,True,False,False,Month-to-month,True,Mailed check,61.650001525878906,713.75,True
Male,False,False,False,16,False,False,DSL,True,True,True,True,True,False,Two year,False,Mailed check,54.849998474121094,916.1500244140625,False
Male,False,False,False,4,True,True,DSL,False,False,False,True,False,True,Month-to-month,False,Mailed check,65.55000305175781,237.1999969482422,False
Male,False,True,False,51,True,True,Fiber optic,False,True,False,False,False,True,One year,True,Credit card (automatic),90.3499984741211,4614.5498046875,False
Male,False,True,False,65,True,False,No,False,False,False,False,False,True,Two year,True,Credit card (automatic),20.399999618530273,1414.449951171875,False
Male,False,False,False,16,True,False,Fiber optic,False,False,False,True,False,False,Month-to-month,True,Credit card (automatic),74.55000305175781,1170.5,False
Male,False,False,False,2,True,False,No,False,False,False,False,False,True,One year,False,Mailed check,19.950000762939453,47.70000076293945,False
Female,False,True,True,66,True,True,Fiber optic,False,False,False,False,False,False,One year,True,Bank transfer (automatic),74.25,4859.25,False
Male,False,False,False,46,True,True,Fiber optic,False,True,True,True,True,True,Two year,False,Electronic check,108.6500015258789,4903.2001953125,False
Female,False,False,False,32,True,True,Fiber optic,True,False,True,True,True,True,One year,True,Bank transfer (automatic),109.55000305175781,3608.0,False
Male,False,True,False,72,True,True,DSL,True,False,True,True,True,True,Two year,False,Credit card (automatic),86.6500015258789,6094.25,False
Male,False,True,True,38,True,False,DSL,True,False,True,True,True,True,Two year,False,Credit card (automatic),81.0,3084.89990234375,False
Male,False,False,True,51,True,False,DSL,False,False,False,True,False,False,One year,False,Credit card (automatic),47.849998474121094,2356.75,False
Male,False,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),114.55000305175781,8306.0498046875,False
Female,True,True,False,65,True,True,Fiber optic,True,False,True,False,True,True,Month-to-month,False,Bank transfer (automatic),105.25,6786.39990234375,True
Male,False,True,True,9,False,False,DSL,False,True,False,False,False,False,Month-to-month,True,Electronic check,29.950000762939453,248.9499969482422,True
Female,False,True,True,9,True,False,DSL,True,True,True,True,False,False,Month-to-month,False,Mailed check,65.0,663.0499877929688,True
Male,False,False,True,66,True,False,No,False,False,False,False,False,True,Two year,False,Mailed check,20.549999237060547,1357.0999755859375,False
Female,True,False,False,44,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Credit card (automatic),109.80000305175781,4860.35009765625,False
Male,False,False,False,50,True,True,DSL,False,False,True,True,False,True,Two year,False,Bank transfer (automatic),69.5,3418.199951171875,False
Female,False,False,False,15,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,48.849998474121094,631.4000244140625,False
Male,False,False,False,8,False,False,DSL,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),25.25,186.3000030517578,False
Female,True,False,False,66,True,True,Fiber optic,False,False,True,True,True,True,One year,True,Credit card (automatic),102.8499984741211,6976.75,False
Female,False,False,False,57,True,True,Fiber optic,True,True,False,True,False,False,Month-to-month,True,Bank transfer (automatic),87.55000305175781,4884.85009765625,False
Female,False,False,False,7,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),78.55000305175781,522.9500122070312,False
Male,True,True,True,10,False,False,DSL,False,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),34.54999923706055,362.6000061035156,False
Female,False,False,False,62,True,True,Fiber optic,True,True,True,False,False,False,One year,True,Electronic check,92.05000305175781,5755.7998046875,False
Male,False,True,True,40,True,False,Fiber optic,False,False,True,False,True,False,One year,True,Electronic check,85.05000305175781,3355.64990234375,False
Female,False,False,False,20,True,False,No,False,False,False,False,False,True,Two year,False,Mailed check,19.700000762939453,406.95001220703125,False
Female,False,False,False,7,True,False,No,False,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),20.0,137.60000610351562,True
Female,False,True,False,25,True,False,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,95.1500015258789,2395.699951171875,False
Male,False,True,False,23,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,False,Electronic check,84.25,1968.0999755859375,False
Female,True,True,False,66,True,True,Fiber optic,False,True,True,False,True,True,One year,False,Credit card (automatic),104.5999984741211,6819.4501953125,False
Female,True,False,False,72,True,True,Fiber optic,False,True,True,True,True,True,Two year,False,Electronic check,111.6500015258789,7943.4501953125,False
Male,True,True,False,49,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,False,Credit card (automatic),90.05000305175781,4547.25,True
Male,True,True,True,43,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Bank transfer (automatic),110.75,4687.89990234375,True
Female,False,True,False,46,True,True,DSL,True,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),55.0,2473.949951171875,False
Male,False,True,True,72,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),89.8499984741211,6562.89990234375,False
Male,False,False,False,10,True,False,No,False,False,False,False,False,True,One year,False,Mailed check,20.350000381469727,176.3000030517578,False
Female,False,False,False,40,False,False,DSL,True,False,False,True,True,True,One year,True,Bank transfer (automatic),54.54999923706055,2236.199951171875,False
Female,False,True,True,65,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,105.5,6985.64990234375,True
Male,False,False,False,31,True,False,Fiber optic,False,False,True,True,True,True,Two year,False,Bank transfer (automatic),99.44999694824219,3109.89990234375,False
Female,False,True,False,68,True,True,DSL,True,True,True,True,False,False,Two year,False,Credit card (automatic),70.9000015258789,4911.35009765625,False
Male,True,True,True,56,True,True,Fiber optic,True,False,True,False,True,True,One year,True,Bank transfer (automatic),104.55000305175781,5794.64990234375,True
Male,False,True,False,10,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,85.25,855.2999877929688,True
Male,False,True,True,68,True,True,No,False,False,False,False,False,True,Two year,False,Bank transfer (automatic),25.399999618530273,1620.199951171875,False
Female,False,True,True,43,True,False,DSL,False,False,False,False,True,False,Month-to-month,False,Electronic check,56.150001525878906,2499.300048828125,True
Male,False,False,False,1,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,89.55000305175781,89.55000305175781,True
Female,True,False,False,49,True,False,Fiber optic,False,True,True,False,False,True,One year,True,Bank transfer (automatic),89.8499984741211,4287.2001953125,False
Female,False,True,True,15,True,True,No,False,False,False,False,False,True,Month-to-month,True,Electronic check,25.25,394.8500061035156,False
Male,True,True,False,20,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,94.55000305175781,1899.6500244140625,True
Male,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.70000076293945,45.70000076293945,True
Male,False,True,True,50,True,True,DSL,False,False,True,True,True,False,One year,True,Electronic check,69.6500015258789,3442.14990234375,False
Female,True,False,False,2,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,False,Electronic check,89.5,161.5,True
Male,True,False,False,24,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),70.0,1732.5999755859375,False
Female,False,False,False,3,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),69.55000305175781,222.3000030517578,True
Female,False,False,False,1,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Mailed check,74.5999984741211,74.5999984741211,True
Male,False,True,True,35,True,False,No,False,False,False,False,False,True,Two year,False,Mailed check,20.100000381469727,655.2999877929688,False
Female,False,False,False,17,True,True,No,False,False,False,False,False,True,Month-to-month,False,Mailed check,24.799999237060547,475.25,False
Female,True,False,False,8,True,False,No,False,False,False,False,False,True,Month-to-month,False,Electronic check,19.649999618530273,164.3000030517578,True
Male,False,False,False,10,True,False,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Credit card (automatic),95.0999984741211,865.0999755859375,False
Male,False,True,True,68,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),88.8499984741211,6132.7001953125,False
Male,False,True,False,45,True,False,DSL,True,True,True,False,True,True,One year,False,Bank transfer (automatic),78.80000305175781,3597.5,False
Male,False,True,True,2,True,False,No,False,False,False,False,False,True,One year,False,Mailed check,19.850000381469727,35.900001525878906,True
Male,False,True,False,37,True,False,No,False,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),20.350000381469727,697.6500244140625,False
Female,False,False,False,4,False,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,24.25,96.05000305175781,True
Female,False,False,False,10,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,45.25,428.70001220703125,False
Male,False,False,False,1,True,False,No,False,False,False,False,False,True,Month-to-month,False,Mailed check,20.049999237060547,20.049999237060547,False
Male,False,True,True,65,True,True,DSL,True,True,False,False,False,True,Two year,True,Mailed check,69.55000305175781,4459.14990234375,False
Female,False,True,True,57,True,False,No,False,False,False,False,False,True,Two year,False,Bank transfer (automatic),19.5,1167.5999755859375,False
Female,False,False,False,3,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Mailed check,74.75,238.10000610351562,False
Female,False,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,69.6500015258789,145.14999389648438,True
Male,False,False,False,49,False,False,DSL,False,False,True,False,False,False,Month-to-month,True,Bank transfer (automatic),30.200000762939453,1453.0999755859375,False
Female,False,False,False,4,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,45.650001525878906,191.0500030517578,True
Female,False,True,False,70,False,False,DSL,False,True,True,True,True,True,Two year,False,Bank transfer (automatic),57.79999923706055,4039.300048828125,False
Female,False,True,True,53,True,False,No,False,False,False,False,False,True,One year,True,Bank transfer (automatic),19.850000381469727,1039.449951171875,False
Male,False,True,True,53,True,True,No,False,False,False,False,False,True,Two year,False,Credit card (automatic),25.549999237060547,1336.0999755859375,False
Female,False,False,False,1,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,75.05000305175781,75.05000305175781,True
Male,False,False,False,22,True,True,No,False,False,False,False,False,True,Month-to-month,True,Credit card (automatic),24.850000381469727,493.3999938964844,False
Male,True,False,False,52,False,False,DSL,False,True,False,False,True,True,Month-to-month,True,Electronic check,49.150001525878906,2550.89990234375,True
Male,True,False,False,65,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Electronic check,110.3499984741211,7246.14990234375,False
Female,False,False,False,48,True,True,No,False,False,False,False,False,True,One year,False,Bank transfer (automatic),24.549999237060547,1203.949951171875,False
Female,False,False,False,2,False,False,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,34.70000076293945,62.25,True
Male,False,False,False,3,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,False,Mailed check,107.94999694824219,313.6000061035156,False
Male,False,True,False,45,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,False,Bank transfer (automatic),81.4000015258789,3775.85009765625,False
Male,False,True,True,1,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Electronic check,80.0,80.0,True
Female,False,True,True,61,True,False,DSL,False,False,True,True,True,True,Two year,True,Bank transfer (automatic),73.80000305175781,4616.0498046875,False
Male,False,False,False,3,True,False,DSL,True,False,False,True,True,False,Month-to-month,True,Credit card (automatic),64.4000015258789,195.64999389648438,False
Female,True,False,False,40,True,True,Fiber optic,False,False,True,True,True,True,One year,True,Credit card (automatic),103.75,4188.39990234375,False
Female,False,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,71.0999984741211,71.0999984741211,False
Female,False,False,False,1,True,False,DSL,False,False,False,True,False,False,Month-to-month,True,Electronic check,49.900001525878906,49.900001525878906,False
Male,False,False,False,51,True,True,No,False,False,False,False,False,True,One year,True,Bank transfer (automatic),24.600000381469727,1266.4000244140625,False
Male,True,False,False,2,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Electronic check,49.25,91.0999984741211,True
Male,False,False,False,52,False,False,DSL,False,True,False,False,False,False,One year,False,Mailed check,30.100000381469727,1623.4000244140625,False
Male,False,False,False,51,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),83.4000015258789,4149.4501953125,False
Male,False,False,False,1,True,False,No,False,False,False,False,False,True,Month-to-month,True,Mailed check,20.450000762939453,20.450000762939453,False
Male,False,True,True,31,True,True,DSL,True,True,False,True,False,True,One year,True,Bank transfer (automatic),75.25,2344.5,False
Male,False,False,True,47,True,False,No,False,False,False,False,False,True,One year,False,Credit card (automatic),20.549999237060547,1013.0499877929688,False
Female,False,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),75.0999984741211,270.70001220703125,True
Female,True,False,False,22,True,False,No,False,False,False,False,False,True,One year,True,Mailed check,20.049999237060547,417.0,False
Female,False,True,False,1,True,False,No,False,False,False,False,False,True,Month-to-month,True,Mailed check,20.649999618530273,20.649999618530273,False
Male,False,True,False,72,True,True,DSL,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),85.1500015258789,6316.2001953125,False
Male,False,True,True,3,True,False,DSL,False,False,True,False,False,False,Month-to-month,True,Electronic check,50.150001525878906,168.14999389648438,True
Male,True,True,True,47,True,False,Fiber optic,False,True,False,False,True,False,One year,True,Bank transfer (automatic),84.94999694824219,4018.050048828125,False
Male,False,True,True,72,True,True,DSL,True,False,True,True,False,False,Two year,True,Credit card (automatic),66.5,4811.60009765625,False
Male,False,True,True,66,True,True,DSL,False,False,True,False,True,False,Two year,True,Bank transfer (automatic),63.29999923706055,4189.7001953125,False
Male,False,False,False,35,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Electronic check,83.1500015258789,2848.449951171875,False
Male,False,False,False,29,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,84.9000015258789,2516.199951171875,False
Female,False,False,False,2,True,False,No,False,False,False,False,False,True,Month-to-month,True,Mailed check,20.549999237060547,33.599998474121094,False
Male,False,False,False,4,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Mailed check,49.25,208.4499969482422,False
Female,False,False,False,25,True,False,Fiber optic,True,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),79.8499984741211,2015.3499755859375,True
Female,False,False,False,65,True,False,DSL,True,True,False,True,False,False,Two year,True,Mailed check,59.599998474121094,3739.800048828125,False
Male,True,False,False,27,True,True,Fiber optic,False,True,False,True,True,True,One year,True,Bank transfer (automatic),104.6500015258789,2964.0,False
Male,False,True,False,29,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),75.30000305175781,2263.39990234375,False
Male,False,True,True,29,True,True,DSL,False,True,True,False,True,True,Month-to-month,False,Credit card (automatic),80.0999984741211,2211.800048828125,False
Male,False,False,False,1,True,False,No,False,False,False,False,False,True,Month-to-month,False,Mailed check,19.549999237060547,19.549999237060547,True
Female,False,True,False,20,True,False,Fiber optic,False,False,True,True,False,False,Month-to-month,True,Mailed check,81.0,1683.699951171875,False
Female,False,False,False,58,True,True,No,False,False,False,False,False,True,Two year,True,Credit card (automatic),24.700000762939453,1519.0,False
Female,False,False,True,14,True,True,Fiber optic,True,False,False,True,False,False,Month-to-month,True,Mailed check,86.0,1164.050048828125,False
Male,False,True,False,72,True,True,No,False,False,False,False,False,True,Two year,False,Mailed check,25.399999618530273,1710.9000244140625,False
Male,False,False,False,46,True,True,Fiber optic,True,False,False,False,True,False,Month-to-month,True,Credit card (automatic),89.1500015258789,4245.5498046875,False
Female,False,True,False,71,False,False,DSL,False,True,True,True,True,True,Two year,False,Bank transfer (automatic),58.25,4145.89990234375,False
Male,False,False,False,32,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),85.6500015258789,2664.300048828125,False
Female,False,False,False,26,False,False,DSL,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),50.349998474121094,1277.5,False
Male,True,True,False,68,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),80.3499984741211,5589.2998046875,False
Male,False,True,True,2,True,False,No,False,False,False,False,False,True,One year,False,Mailed check,20.200000762939453,34.75,False
Male,False,True,True,61,True,False,No,False,False,False,False,False,True,Two year,False,Credit card (automatic),20.549999237060547,1305.949951171875,False
Female,False,True,True,4,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,85.94999694824219,381.29998779296875,True
Male,False,False,False,3,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.349998474121094,141.5,True
Male,True,True,False,33,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,94.5,3105.550048828125,True
Male,True,True,False,9,True,False,No,False,False,False,False,False,True,Month-to-month,True,Mailed check,21.25,204.5500030517578,False
Female,False,False,False,22,True,True,No,False,False,False,False,False,True,Two year,False,Mailed check,26.25,605.9000244140625,False
Female,False,True,True,5,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,80.8499984741211,356.1000061035156,False
Female,True,False,False,30,True,True,Fiber optic,True,True,True,False,False,False,Month-to-month,False,Credit card (automatic),91.69999694824219,2758.14990234375,True
Male,False,False,False,65,True,True,DSL,False,True,True,True,False,True,Two year,True,Credit card (automatic),74.19999694824219,4805.64990234375,False
Female,False,False,False,45,True,True,Fiber optic,False,False,True,True,False,False,Month-to-month,True,Electronic check,87.25,3941.699951171875,True
Male,False,False,False,5,True,False,No,False,False,False,False,False,True,Month-to-month,False,Mailed check,20.350000381469727,92.75,False
Male,False,True,True,25,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,75.5,1901.050048828125,False
Female,False,True,True,72,True,True,Fiber optic,True,False,False,False,False,False,Two year,False,Bank transfer (automatic),79.05000305175781,5730.7001953125,False
Female,False,True,False,27,True,True,Fiber optic,False,False,True,False,False,True,Month-to-month,False,Bank transfer (automatic),90.1500015258789,2423.39990234375,False
Male,False,True,True,32,False,False,DSL,False,False,True,False,True,True,Month-to-month,False,Credit card (automatic),50.599998474121094,1653.449951171875,False
Female,False,False,False,30,True,True,Fiber optic,False,True,True,True,True,True,One year,False,Credit card (automatic),110.44999694824219,3327.050048828125,False
Male,False,True,False,70,True,False,Fiber optic,True,True,True,True,False,True,Two year,False,Credit card (automatic),101.0,7085.5,False
Male,True,False,False,42,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),79.3499984741211,3344.10009765625,False
Female,True,True,False,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),89.8499984741211,6697.35009765625,False
Female,False,False,False,47,True,True,DSL,True,False,True,True,False,False,Two year,True,Mailed check,65.0,2879.89990234375,False
Female,False,False,False,2,True,False,Fiber optic,True,False,True,False,False,False,Month-to-month,True,Electronic check,80.44999694824219,137.10000610351562,False
Male,False,False,False,10,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,False,Electronic check,98.55000305175781,1008.5499877929688,True
Female,False,True,True,61,True,True,No,False,False,False,False,False,True,Two year,True,Mailed check,24.100000381469727,1551.5999755859375,False
Female,False,False,False,5,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),44.04999923706055,202.14999389648438,False
Female,True,True,False,72,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Credit card (automatic),110.80000305175781,7882.25,False
Male,True,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),114.94999694824219,8196.400390625,False
Female,True,False,False,3,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Mailed check,75.05000305175781,202.89999389648438,False
Male,False,True,False,48,True,False,No,False,False,False,False,False,True,Two year,False,Mailed check,19.25,855.0999755859375,False
Female,False,False,False,63,True,False,Fiber optic,False,False,True,True,True,False,One year,True,Credit card (automatic),90.05000305175781,5817.0,False
Female,False,False,False,27,True,False,DSL,True,True,False,False,False,False,Month-to-month,True,Mailed check,56.70000076293945,1652.949951171875,False
Male,False,True,True,70,True,False,DSL,True,True,True,False,True,True,Two year,True,Credit card (automatic),80.1500015258789,5600.14990234375,False
Male,False,True,True,7,True,False,DSL,True,False,True,True,False,True,Month-to-month,True,Credit card (automatic),71.3499984741211,515.75,False
Male,False,False,True,0,True,False,No,False,False,False,False,False,True,Two year,False,Mailed check,20.25,2301.2783151177614,False
Female,False,True,False,2,True,False,Fiber optic,True,True,False,False,True,False,Month-to-month,False,Electronic check,90.3499984741211,190.5,False
Male,True,False,False,20,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,98.55000305175781,1842.800048828125,True
Male,False,False,False,66,True,False,No,False,False,False,False,False,True,Two year,False,Bank transfer (automatic),19.700000762939453,1253.800048828125,False
Female,False,False,False,3,True,False,No,False,False,False,False,False,True,Month-to-month,False,Mailed check,19.850000381469727,57.20000076293945,False
Female,False,False,True,15,True,False,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Bank transfer (automatic),85.9000015258789,1269.550048828125,True
Female,False,True,True,72,True,True,Fiber optic,True,True,False,True,False,False,Two year,True,Bank transfer (automatic),90.3499984741211,6563.39990234375,False
Male,False,False,False,1,True,False,No,False,False,False,False,False,True,Month-to-month,False,Mailed check,20.799999237060547,20.799999237060547,False
Female,False,False,False,22,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,89.25,1907.8499755859375,True
Male,False,True,False,3,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.30000305175781,208.85000610351562,True
Female,False,True,True,72,True,True,DSL,True,False,True,True,False,False,Two year,False,Bank transfer (automatic),66.8499984741211,4758.7998046875,False
Male,False,True,True,65,True,False,No,False,False,False,False,False,True,Two year,False,Mailed check,19.899999618530273,1292.5999755859375,False
Female,False,False,False,11,False,False,DSL,False,False,False,False,True,False,Month-to-month,True,Mailed check,35.79999923706055,363.1499938964844,False
Male,False,False,False,22,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Mailed check,78.8499984741211,1600.25,False
Male,False,False,False,14,True,False,No,False,False,False,False,False,True,One year,False,Bank transfer (automatic),20.399999618530273,275.70001220703125,False
Male,False,False,False,41,True,False,Fiber optic,False,False,False,True,False,False,Month-to-month,True,Electronic check,74.25,3089.10009765625,False
Male,False,True,False,17,True,False,DSL,True,True,False,False,False,True,One year,False,Mailed check,64.80000305175781,1175.5999755859375,False
Male,False,False,False,11,True,False,No,False,False,False,False,False,True,Month-to-month,True,Credit card (automatic),20.450000762939453,237.3000030517578,False
Male,False,False,False,15,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,93.3499984741211,1444.6500244140625,True
Female,False,False,False,1,True,False,No,False,False,False,False,False,True,Month-to-month,False,Mailed check,19.899999618530273,19.899999618530273,True
Female,False,True,False,5,True,False,Fiber optic,True,False,True,False,False,True,Month-to-month,True,Mailed check,88.9000015258789,454.1499938964844,True
Male,False,True,False,33,True,False,Fiber optic,False,False,True,False,True,True,One year,True,Electronic check,95.80000305175781,3036.75,True
Female,False,True,False,72,True,True,Fiber optic,True,True,True,False,True,True,Two year,True,Credit card (automatic),110.6500015258789,8065.64990234375,False
Female,False,True,True,3,False,False,DSL,False,True,False,False,False,True,Month-to-month,False,Mailed check,40.29999923706055,92.5,False
Male,False,False,False,2,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,82.0,184.64999389648438,True
Female,False,True,False,59,True,True,Fiber optic,True,True,True,True,False,True,One year,True,Credit card (automatic),107.0,6152.2998046875,False
Male,False,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,45.349998474121094,89.5,True
Male,False,True,True,71,True,False,DSL,False,True,False,True,True,True,Two year,True,Credit card (automatic),73.3499984741211,5154.5,False
Female,False,True,True,5,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,44.79999923706055,220.4499969482422,False
Male,False,True,True,27,True,False,DSL,True,True,False,False,False,False,Month-to-month,True,Credit card (automatic),54.75,1510.300048828125,False
Female,False,False,False,1,True,False,DSL,False,False,False,True,False,False,Month-to-month,True,Electronic check,52.20000076293945,52.20000076293945,True
Male,False,False,True,63,False,False,DSL,True,True,False,True,False,False,One year,True,Bank transfer (automatic),40.599998474121094,2588.949951171875,False
Female,True,False,False,46,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Electronic check,110.0,4874.7998046875,True
Male,False,True,True,72,True,True,DSL,True,False,False,False,False,False,Two year,False,Bank transfer (automatic),55.29999923706055,3983.60009765625,False
Female,False,True,False,34,True,True,DSL,True,False,False,True,False,False,Month-to-month,True,Bank transfer (automatic),60.849998474121094,2003.5999755859375,False
Female,False,True,True,24,True,True,DSL,True,True,False,False,True,True,One year,False,Electronic check,78.4000015258789,1832.4000244140625,False
Male,False,False,False,72,True,True,DSL,True,True,True,True,False,False,Two year,False,Bank transfer (automatic),69.6500015258789,4908.25,False
Female,False,True,True,60,False,False,DSL,True,False,True,True,True,True,Two year,False,Credit card (automatic),59.849998474121094,3590.199951171875,False
Male,False,False,False,68,True,True,DSL,True,True,True,False,False,True,One year,True,Credit card (automatic),76.9000015258789,5023.0,False
Female,False,True,True,8,True,False,No,False,False,False,False,False,True,Two year,True,Mailed check,19.850000381469727,146.60000610351562,False
Female,False,False,True,34,True,False,DSL,True,False,True,True,True,False,Two year,False,Credit card (automatic),67.6500015258789,2339.300048828125,False
Female,False,False,False,6,False,False,DSL,False,False,False,False,True,True,Month-to-month,False,Credit card (automatic),45.0,298.70001220703125,False
Male,False,True,False,2,True,False,DSL,False,True,False,True,False,True,Month-to-month,True,Mailed check,64.19999694824219,143.64999389648438,False
Male,False,False,False,31,True,True,Fiber optic,False,False,False,True,False,False,One year,False,Credit card (automatic),81.69999694824219,2548.64990234375,False
Female,False,True,True,20,True,True,No,False,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),25.549999237060547,507.3999938964844,False
Female,False,True,True,1,True,False,No,False,False,False,False,False,True,Month-to-month,False,Electronic check,20.0,20.0,False
Male,False,False,False,62,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Electronic check,96.75,6125.39990234375,True
Female,True,True,False,70,True,True,Fiber optic,False,False,False,False,False,False,Two year,True,Credit card (automatic),75.6500015258789,5411.39990234375,False
Female,False,False,False,10,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,98.5,1058.25,True
Male,False,True,True,39,True,True,No,False,False,False,False,False,True,Two year,True,Mailed check,23.799999237060547,903.7999877929688,False
Female,False,True,False,46,True,False,DSL,False,True,False,True,True,False,Two year,True,Credit card (automatic),64.19999694824219,3009.5,False
Male,False,False,False,6,True,False,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,85.3499984741211,489.45001220703125,True
Female,False,True,True,72,True,True,DSL,False,False,True,False,True,True,Two year,True,Bank transfer (automatic),76.80000305175781,5468.4501953125,False
Male,False,False,False,18,True,False,DSL,False,False,True,True,False,False,Month-to-month,False,Credit card (automatic),55.20000076293945,1058.0999755859375,False
Male,False,True,False,71,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Credit card (automatic),108.55000305175781,7616.0,False
Male,False,True,False,40,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,101.30000305175781,4113.10009765625,True
Male,False,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.55000305175781,69.55000305175781,True
Male,False,False,False,58,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Bank transfer (automatic),103.25,6017.64990234375,True
